@relation dTreeCont

@attribute x real
@attribute y real
@attribute r {0, 300}

@data
5307,4949,0
5307,4949,0
5307,4949,0
5807,4949,0
5807,4454,0
5807,4454,0
5807,3958,300
6302,3958,0
6302,4460,300
6302,4460,300
6302,4460,300
6302,4968,0
6302,4968,0
6302,4968,0
6302,5472,0
6302,5472,0
6302,4979,0
6302,4476,300
6302,4964,0
5802,4964,0
5802,4964,0
5802,4456,0
5802,4456,0
5298,4456,0
5298,3959,0
5792,3959,300
6285,3959,0
6285,3959,0
6285,3959,0
6780,3959,0
6288,3959,0
6790,3959,0
7289,3959,0
7289,4448,0
7289,3954,0
7289,3457,0
7789,3457,0
7295,3457,0
7799,3457,0
7799,3960,0
7799,3960,0
7799,4462,0
7799,4462,0
7799,4961,0
7799,4961,0
8309,4961,0
8309,5467,0
8804,5467,0
8804,5467,0
8804,5961,0
8297,5961,0
8297,5458,0
7793,5458,0
7297,5458,300
7801,5458,0
8298,5458,0
8298,5949,0
8298,6446,300
8298,6446,300
8801,6446,0
8304,6446,300
8304,5933,0
8304,5431,0
8304,5431,0
8805,5431,0
8805,5939,0
8805,5939,0
9296,5939,0
8803,5939,0
9287,5939,0
9785,5939,0
9785,6428,0
9785,6428,0
9281,6428,0
9281,6926,0
9281,6422,0
9281,6925,0
8779,6925,0
9280,6925,0
9280,6440,0
8784,6440,0
8784,6440,0
8784,6440,0
8784,6440,0
8284,6440,300
8776,6440,0
9269,6440,0
9762,6440,0
9762,5940,0
9762,6444,0
9762,6944,0
9274,6944,0
9274,6944,0
9274,6944,0
9274,7441,0
9274,6936,0
8784,6936,0
8302,6936,300
7797,6936,0
7297,6936,0
7297,6434,0
6798,6434,0
6798,5937,0
6798,5937,0
6299,5937,0
6299,6427,0
6798,6427,0
6798,6427,0
6798,5935,0
7299,5935,0
6807,5935,0
6807,6421,0
6807,6912,0
6807,7414,0
6807,7414,0
6309,7414,0
6309,7911,0
6309,7911,0
6309,7911,0
6309,7416,0
5817,7416,0
5817,7416,0
5817,6919,0
5331,6919,0
5331,6919,0
4824,6919,0
4824,7423,0
4824,6921,0
5322,6921,0
5322,6921,0
5322,7413,0
5322,7413,0
5815,7413,0
6313,7413,0
5829,7413,0
5829,7413,0
5334,7413,0
5829,7413,0
5829,7908,0
5829,7412,0
6335,7412,0
6841,7412,0
6841,7412,0
6841,6906,0
6841,6906,0
6841,6906,0
6841,7399,0
6841,6895,0
6841,6407,0
6338,6407,0
6845,6407,0
6361,6407,0
6361,6407,0
6361,6916,0
6361,6916,0
6867,6916,0
6393,6916,0
6393,6408,0
6889,6408,0
6889,6899,0
6384,6899,0
5885,6899,0
5885,6899,0
5885,6400,0
5885,5906,0
5885,5395,0
5885,4905,0
5885,4905,0
5885,4415,0
5377,4415,0
5871,4415,0
5871,3918,300
5370,3918,0
5865,3918,300
5367,3918,0
5367,3918,0
5860,3918,300
6344,3918,0
6838,3918,0
6838,3422,0
6340,3422,0
6340,3422,0
6340,3422,0
6845,3422,0
6845,3422,0
7347,3422,0
7347,3422,0
7832,3422,0
7832,2939,0
7331,2939,0
7331,2939,0
7331,2939,0
7331,3437,0
7824,3437,0
7824,3941,0
7824,3452,0
8322,3452,0
8322,2964,0
8322,2477,0
8322,1968,0
8322,1466,0
7819,1466,0
7819,1956,0
7819,1956,0
7819,1444,0
8320,1444,0
7821,1444,0
8312,1444,0
7810,1444,0
7310,1444,0
7785,1444,0
7785,1955,0
7286,1955,0
7286,1451,0
7286,1451,0
7286,1937,0
6798,1937,0
6798,1441,0
6798,1441,0
6282,1441,0
6282,1942,0
6282,2442,0
6776,2442,0
6776,1944,0
6776,2428,0
7264,2428,0
7766,2428,0
7766,2919,0
8255,2919,0
7750,2919,0
7250,2919,0
7250,2427,0
7250,2427,0
7250,1928,0
6750,1928,0
6750,2411,0
7253,2411,0
7758,2411,0
8256,2411,0
7766,2411,0
7268,2411,0
6770,2411,0
6277,2411,0
5777,2411,0
5777,1912,0
5777,2417,0
5777,1904,0
5777,2412,0
5777,2412,0
6271,2412,0
5772,2412,0
5281,2412,0
5281,1915,0
5281,2415,0
4783,2415,0
4783,1918,0
4783,1418,0
4296,1418,0
4296,941,0
4296,451,0
3797,451,0
3305,451,0
3305,451,0
2825,451,0
2328,451,0
2328,451,0
2328,451,0
2827,451,0
3317,451,0
3813,451,0
3309,451,0
3309,451,0
3803,451,0
4316,451,0
3828,451,0
3828,451,0
3322,451,0
3322,956,0
3322,956,0
2821,956,0
2821,1454,0
2821,1454,0
2318,1454,300
2318,1949,0
1817,1949,0
1817,2447,0
2318,2447,0
2813,2447,0
2813,2447,0
2327,2447,0
2824,2447,0
2824,2447,0
2824,2952,0
2323,2952,0
2323,3442,0
2819,3442,0
2819,2951,0
2819,3457,0
2325,3457,0
2325,2949,0
2325,2949,0
2325,2462,0
2325,2462,0
1825,2462,0
1825,1966,0
1328,1966,0
823,1966,0
823,2460,0
823,1960,0
823,1469,0
823,970,300
823,464,0
316,464,300
316,464,300
316,464,300
316,960,0
316,459,300
316,966,0
814,966,300
814,966,300
814,966,300
814,470,0
306,470,300
306,971,0
306,1467,0
813,1467,0
1299,1467,0
1792,1467,300
1291,1467,0
1793,1467,300
1793,1955,0
2302,1955,0
2302,1955,0
2803,1955,300
2302,1955,0
2801,1955,300
2801,1955,300
2801,2457,0
2801,1950,300
3298,1950,300
3298,1443,0
2815,1443,0
2320,1443,300
1810,1443,300
1810,1943,0
1810,2435,0
2314,2435,0
2314,2939,0
1814,2939,0
1814,2436,0
1814,2938,0
1814,2938,0
2317,2938,0
2317,2435,0
2317,1947,0
2814,1947,300
2306,1947,0
2306,1452,300
2306,1452,300
2811,1452,0
2308,1452,300
2799,1452,0
2799,941,0
2799,941,0
2799,441,0
2799,441,0
3292,441,0
3786,441,0
3786,441,0
3786,937,0
3786,443,0
3786,937,0
3304,937,0
3304,448,0
2821,448,0
3317,448,0
3317,945,0
3826,945,0
3826,945,0
3339,945,0
3339,945,0
3339,462,0
3339,462,0
3339,462,0
2836,462,0
2836,955,0
2337,955,0
2337,955,0
2337,466,0
2337,964,0
2337,464,0
2337,464,0
2337,464,0
2337,961,0
1838,961,0
1343,961,300
845,961,300
845,477,0
845,976,300
1343,976,300
1343,485,0
1343,485,0
1831,485,0
1831,985,0
1831,985,0
1333,985,300
844,985,300
844,488,0
345,488,300
843,488,0
843,488,0
843,993,300
843,494,0
1349,494,0
1841,494,0
1841,983,0
1841,487,0
1353,487,0
1353,487,0
1839,487,0
1839,986,0
1839,1482,300
1839,991,0
1344,991,300
850,991,300
344,991,0
839,991,300
347,991,0
347,496,300
347,6,300
347,6,300
841,6,0
841,494,0
1343,494,0
833,494,0
833,986,300
833,986,300
334,986,0
838,986,300
1337,986,300
1337,1491,0
836,1491,0
836,991,300
836,1492,0
349,1492,0
844,1492,0
1335,1492,0
1834,1492,300
1339,1492,0
1339,1492,0
1840,1492,300
1840,1991,0
1341,1991,0
1829,1991,0
1327,1991,0
824,1991,0
1319,1991,0
822,1991,0
822,2480,0
822,2968,0
822,2467,0
822,2986,0
822,2497,0
331,2497,0
833,2497,0
833,2497,0
344,2497,0
344,1997,0
344,2499,0
840,2499,0
840,2001,0
338,2001,0
338,2001,0
338,2502,0
338,3020,0
338,3521,0
834,3521,0
834,4014,0
1324,4014,0
1324,3518,0
1324,4008,0
1324,4493,0
1824,4493,0
1824,4493,0
1824,4493,0
2319,4493,0
2319,5005,0
2319,5005,0
2319,4517,0
2319,4517,0
2319,5012,0
2319,5510,0
2319,5510,0
2319,5994,0
2319,6485,0
2319,5995,0
1827,5995,0
1827,5495,0
1827,5993,0
1344,5993,0
1344,6499,0
1344,6004,0
1344,5505,0
1846,5505,0
1846,5997,0
2327,5997,0
1825,5997,0
1319,5997,0
1809,5997,0
1308,5997,0
1308,6489,0
812,6489,0
812,6983,0
302,6983,0
302,6473,0
806,6473,0
806,6964,0
806,6476,0
302,6476,0
809,6476,0
298,6476,0
298,6476,0
298,6972,0
797,6972,0
797,6476,0
291,6476,0
291,5979,0
291,5487,0
790,5487,0
790,5984,0
303,5984,0
303,5492,0
303,5986,0
807,5986,0
807,5986,0
807,5493,0
807,5493,0
319,5493,0
319,5493,0
811,5493,0
313,5493,0
313,5005,0
805,5005,0
805,5502,0
304,5502,0
802,5502,0
1302,5502,0
801,5502,0
1292,5502,0
1292,5998,0
1292,5504,0
1292,5005,0
1292,5496,0
1292,5496,0
791,5496,0
284,5496,0
284,5496,0
284,4993,0
284,5484,0
284,5981,0
772,5981,0
1271,5981,0
1271,5981,0
1271,6475,0
